"adj_year" "year" "District" "country" "min_year" "Locus" "predict" "conf.low" "conf.high" "label" "pred_y" "conf.high_prev" "conf.low_prev" "predict_prev"
"1" 0 2010 "Binh Phuoc" "Vietnam" 2010 "C580Y" -2.94961822107991 -4.11406218729421 -1.76461216576347 "2year" 2 14.6213639123286 1.6078515097576 4.97545585979431
"2" 1 2011 "Binh Phuoc" "Vietnam" 2010 "C580Y" -2.47481425841254 -3.53628588344567 -1.31757992340282 "2year" 2 21.1221212941069 2.82972344563507 7.76427632787813
"3" 2 2012 "Binh Phuoc" "Vietnam" 2010 "C580Y" -1.97382496603555 -3.17804820605697 -0.765312924299288 "2year" 2 31.749388589318 4.00002159733323 12.1978640844424
"4" 3 2013 "Binh Phuoc" "Vietnam" 2010 "C580Y" -1.4711976870633 -2.94848222793527 0.0566125296318173 "2year" 2 51.414935357862 4.9808294745061 18.6760639687428
"5" 4 2014 "Binh Phuoc" "Vietnam" 2010 "C580Y" -0.992900977419382 -2.89436784662893 0.847521662282994 "2year" 2 70.0046996294348 5.24326838198732 27.0339461243302
"6" 5 2015 "Binh Phuoc" "Vietnam" 2010 "C580Y" -0.492157655377316 -2.76310266540551 1.77807512488281 "2year" 2 85.5459020058315 5.93509121842957 37.9385411074144
"7" 6 2016 "Binh Phuoc" "Vietnam" 2010 "C580Y" 0.0150685949828284 -2.74830740223818 2.69280129607102 "2year" 2 93.6600526154074 6.01823129466025 50.3767077465791
"8" 7 2017 "Binh Phuoc" "Vietnam" 2010 "C580Y" 0.498149715435319 -2.66961880983202 3.68144335932576 "2year" 2 97.543218434972 6.47900619681346 62.2024409037938
"9" 8 2018 "Binh Phuoc" "Vietnam" 2010 "C580Y" 1.00510657301041 -2.74206624583031 4.5979106030924 "2year" 2 99.002759070694 6.05362857590442 73.2061406388563
"10" 9 2019 "Binh Phuoc" "Vietnam" 2010 "C580Y" 1.4916676132914 -2.67037110305569 5.70549769083064 "2year" 2 99.6683415489197 6.47444937054851 81.6328440285903
"11" 10 2020 "Binh Phuoc" "Vietnam" 2010 "C580Y" 1.9794053768783 -2.69674928522679 6.51354460243013 "2year" 2 99.8518983668706 6.31654460229596 87.8617760665718
"12" 11 2021 "Binh Phuoc" "Vietnam" 2010 "C580Y" 2.47493078535955 -2.72578845107671 7.70156168057415 "2year" 2 99.9548083757254 6.14686799998343 92.2365581313789
"13" 12 2022 "Binh Phuoc" "Vietnam" 2010 "C580Y" 2.97922741810217 -2.71945145509532 8.63930522094089 "2year" 2 99.9823021484678 6.18352806268734 95.162681925715
"14" 13 2023 "Binh Phuoc" "Vietnam" 2010 "C580Y" 3.48926843247306 -2.66943518477047 9.51466641664526 "2year" 2 99.992624340743 6.48011891239584 97.0380876464616
"15" 0 2008 "Pailin" "Cambodia" 2008 "C580Y" -0.0380294135796442 -1.1844369742336 1.09810321927811 "2year" 2 74.9904537342158 23.4255354508771 49.0493792262698
"16" 1 2009 "Pailin" "Cambodia" 2008 "C580Y" 0.286278810428532 -0.772475421444635 1.46620109595777 "2year" 2 81.2479284508118 31.5943866323182 57.1084881030156
"17" 2 2010 "Pailin" "Cambodia" 2008 "C580Y" 0.634400409995648 -0.6897379688694 1.95657510519011 "2year" 2 87.6161822022164 33.4091365912621 65.34865711141
"18" 3 2011 "Pailin" "Cambodia" 2008 "C580Y" 0.969179966691819 -0.659085286210381 2.58190773188051 "2year" 2 92.9688076294733 34.0945119236709 72.4956017587009
"19" 4 2012 "Pailin" "Cambodia" 2008 "C580Y" 1.33098423329595 -0.68708763191151 3.34572907429452 "2year" 2 96.5964700148259 33.46812568766 79.1003391911191
"20" 5 2013 "Pailin" "Cambodia" 2008 "C580Y" 1.64398830574666 -0.741380455134062 4.04703425042878 "2year" 2 98.2825979194115 32.2702350018554 83.8076896544676
"21" 6 2014 "Pailin" "Cambodia" 2008 "C580Y" 1.96299558387699 -0.817803547540097 4.68806018599066 "2year" 2 99.0879426621649 30.6230104597063 87.6856777819694
"22" 7 2015 "Pailin" "Cambodia" 2008 "C580Y" 2.30991887227927 -0.905265366379274 5.60487856410832 "2year" 2 99.6333624390926 28.7969665970868 90.9695190888459
"23" 8 2016 "Pailin" "Cambodia" 2008 "C580Y" 2.63353697849639 -1.18073312511416 6.34753164288577 "2year" 2 99.8251996807921 23.4920403994871 93.2989022048676
"24" 9 2017 "Pailin" "Cambodia" 2008 "C580Y" 2.97389715260605 -1.29262990144893 7.12834434721209 "2year" 2 99.9198596563735 21.5408005367558 95.138085847676
"25" 10 2018 "Pailin" "Cambodia" 2008 "C580Y" 3.31231899675233 -1.36088281081825 7.86833014982768 "2year" 2 99.9617473547208 20.4096859857531 96.4849015319422
"26" 11 2019 "Pailin" "Cambodia" 2008 "C580Y" 3.64531983805154 -1.41722270494133 8.73216848990378 "2year" 2 99.9838713744809 19.5097345089321 97.4551482020586
"27" 12 2020 "Pailin" "Cambodia" 2008 "C580Y" 3.97682457112533 -1.57662397633794 9.56992053215516 "2year" 2 99.9930207941284 17.1274140826258 98.1599843629606
"28" 13 2021 "Pailin" "Cambodia" 2008 "C580Y" 4.31222072349291 -1.82186548881924 10.3127216806967 "2year" 2 99.9966793166937 13.9210179628521 98.6773533758341
"29" 14 2022 "Pailin" "Cambodia" 2008 "C580Y" 4.65230489442957 -1.77096150330113 11.0204171261331 "2year" 2 99.9983636110166 14.542279736478 99.0550554993793
"30" 15 2023 "Pailin" "Cambodia" 2008 "C580Y" 4.96843814483195 -1.90361571826892 11.8782003814866 "2year" 2 99.9993059989854 12.9699793456609 99.3094023466319
"31" 0 2011 "Preah Vihear" "Cambodia" 2011 "C580Y" -1.42080147460958 -2.54312111746462 -0.319461925827866 "2year" 2 42.0806886244402 7.28899762141642 19.4535968405543
"32" 1 2012 "Preah Vihear" "Cambodia" 2011 "C580Y" -1.05056472582752 -2.14846221158053 0.0263483980531748 "2year" 2 50.6586718455138 10.4475011092581 25.9116672704459
"33" 2 2013 "Preah Vihear" "Cambodia" 2011 "C580Y" -0.687484834489257 -1.82327583859562 0.429095951666758 "2year" 2 60.565776938741 13.9041262399609 33.4592817701065
"34" 3 2014 "Preah Vihear" "Cambodia" 2011 "C580Y" -0.314634592362173 -1.53941248220665 0.931319862885013 "2year" 2 71.7342980322276 17.6620698808159 42.1983892425047
"35" 4 2015 "Preah Vihear" "Cambodia" 2011 "C580Y" 0.0680811711582391 -1.31742106957912 1.46201229481541 "2year" 2 81.184025710543 21.124768028433 51.7013721682137
"36" 5 2016 "Preah Vihear" "Cambodia" 2011 "C580Y" 0.429038960567766 -1.09827458309076 2.00280023789158 "2year" 2 88.1090771630067 25.0063325141465 60.5644157754497
"37" 6 2017 "Preah Vihear" "Cambodia" 2011 "C580Y" 0.823244730019091 -0.99279381742276 2.59163665671488 "2year" 2 93.0321385697774 27.0360599719761 69.4924671809776
"38" 7 2018 "Preah Vihear" "Cambodia" 2011 "C580Y" 1.18937731564543 -0.722377884996318 3.15209082664712 "2year" 2 95.8991027190611 32.686957151986 76.6629679130015
